timestamp,fsr_left,fsr_right,pitch,posture,severity,score,sitting
2026-05-23 00:50:14.088644,735,1670,-0.56,upright,Good,9,1,0
2026-05-23 00:50:14.406643,735,1680,-0.73,upright,Good,9,1,0
2026-05-23 00:50:14.730471,733,1683,-0.58,upright,Good,9,1,0
2026-05-23 00:50:15.057930,738,1680,-0.83,upright,Good,9,1,0
2026-05-23 00:50:15.389619,735,1681,-0.77,upright,Good,9,1,0
2026-05-23 00:50:15.705529,735,1677,-1.0,upright,Good,9,1,0
2026-05-23 00:50:16.033229,737,1680,-0.41,upright,Good,9,1,0
2026-05-23 00:50:16.359700,734,1680,-0.52,upright,Good,9,1,0
2026-05-23 00:50:16.685652,732,1681,-0.55,upright,Good,9,1,0
2026-05-23 00:50:17.000298,737,1684,-0.89,upright,Good,9,1,0
2026-05-23 00:50:17.328284,737,1688,-0.53,upright,Good,9,1,0
2026-05-23 00:50:17.652102,736,1667,-0.81,upright,Good,9,1,0
2026-05-23 00:50:17.978113,736,1674,-0.67,upright,Good,9,1,0
2026-05-23 00:50:18.294130,734,1683,-0.71,upright,Good,9,1,0
2026-05-23 00:50:18.626793,733,1681,-0.89,upright,Good,9,1,0
2026-05-23 00:50:18.967177,735,1680,-0.79,upright,Good,9,1,0
2026-05-23 00:50:19.274193,739,1680,-0.69,upright,Good,9,1,0
2026-05-23 00:50:19.593230,734,1680,-0.63,upright,Good,9,1,0
2026-05-23 00:50:19.921890,736,1687,-0.84,upright,Good,9,1,0
2026-05-23 00:50:20.238465,735,1687,-0.73,upright,Good,9,1,0
2026-05-23 00:50:20.566789,733,1692,-0.58,upright,Good,9,1,0
2026-05-23 00:50:20.900782,734,1680,-0.62,upright,Good,9,1,0
2026-05-23 00:50:21.206292,734,1679,-0.79,upright,Good,9,1,0
2026-05-23 00:50:21.534876,736,1659,-1.05,upright,Good,9,1,0
2026-05-23 00:50:21.863617,737,1687,-1.06,upright,Good,9,1,0
2026-05-23 00:50:22.173819,737,1687,-0.24,upright,Good,9,1,0
2026-05-23 00:50:22.513936,734,1689,-0.55,upright,Good,9,1,0
2026-05-23 00:50:22.826330,735,1697,-0.49,upright,Good,9,1,0
2026-05-23 00:50:23.151729,734,1696,-1.09,upright,Good,9,1,0
2026-05-23 00:50:23.478968,736,1685,-0.67,upright,Good,9,1,0
2026-05-23 00:50:23.807869,738,1693,-0.57,upright,Good,9,1,0
2026-05-23 00:50:24.129282,738,1697,-0.72,upright,Good,9,1,0
2026-05-23 00:50:24.439747,733,1685,-0.93,upright,Good,9,1,0
2026-05-23 00:50:24.766508,739,1691,-0.71,upright,Good,9,1,0
2026-05-23 00:50:25.100359,734,1681,-1.21,upright,Good,9,1,0
2026-05-23 00:50:25.415923,739,1707,-0.47,upright,Good,9,1,0
2026-05-23 00:50:25.733776,742,1712,-1.35,upright,Good,9,1,0
2026-05-23 00:50:26.063367,736,1715,-0.86,upright,Good,9,1,0
2026-05-23 00:50:26.378937,737,1706,-0.6,upright,Good,9,1,0
2026-05-23 00:50:26.714504,739,1712,-0.56,upright,Good,9,1,0
2026-05-23 00:50:27.032587,743,1825,-0.53,upright,Good,9,1,0
2026-05-23 00:50:27.358963,747,1815,-0.66,upright,Good,9,1,0
2026-05-23 00:50:27.678740,746,1830,-1.41,upright,Good,9,1,0
2026-05-23 00:50:28.002724,747,1821,-0.59,upright,Good,9,1,0
2026-05-23 00:50:28.326068,746,1840,-1.14,upright,Good,9,1,0
2026-05-23 00:50:28.653304,745,1850,-0.59,upright,Good,9,1,0
2026-05-23 00:50:28.975300,743,1821,-0.62,upright,Good,9,1,0
2026-05-23 00:50:29.300069,745,1801,-0.77,upright,Good,9,1,0
2026-05-23 00:50:29.631462,737,1765,-0.6,upright,Good,9,1,0
2026-05-23 00:50:29.954883,723,1530,-0.04,upright,Good,9,1,0
2026-05-23 00:50:30.268043,745,1788,-0.63,upright,Good,9,1,0
2026-05-23 00:50:30.587327,739,1754,-1.0,upright,Good,9,1,0
2026-05-23 00:50:30.928322,741,1747,-0.79,upright,Good,9,1,0
2026-05-23 00:50:31.241363,743,1791,-0.64,upright,Good,9,1,0
2026-05-23 00:50:31.555938,749,1815,-0.77,upright,Good,9,1,0
2026-05-23 00:50:31.885558,743,1761,-0.94,upright,Good,9,1,0
2026-05-23 00:50:32.211845,743,1751,-0.51,upright,Good,9,1,0
2026-05-23 00:50:32.529748,731,1618,-0.61,upright,Good,9,1,0
2026-05-23 00:50:32.856718,738,1696,-0.58,upright,Good,9,1,0
2026-05-23 00:50:33.176535,732,1667,-0.57,upright,Good,9,1,0
2026-05-23 00:50:33.507769,731,1658,-0.59,upright,Good,9,1,0
2026-05-23 00:50:33.832270,741,1687,-0.95,upright,Good,9,1,0
2026-05-23 00:50:34.145389,735,1664,-0.78,upright,Good,9,1,0
2026-05-23 00:50:34.467027,727,1642,-0.37,upright,Good,9,1,0
2026-05-23 00:50:34.807068,738,1673,-1.01,upright,Good,9,1,0
2026-05-23 00:50:35.119999,739,1674,-0.64,upright,Good,9,1,0
2026-05-23 00:50:35.440133,735,1654,-0.29,upright,Good,9,1,0
2026-05-23 00:50:35.765767,725,1581,-0.62,upright,Good,9,1,0
2026-05-23 00:50:36.092161,747,1807,-1.3,upright,Good,9,1,0
2026-05-23 00:50:36.405432,750,1857,-0.8,upright,Good,9,1,0
2026-05-23 00:50:36.733418,748,1846,-0.6,upright,Good,9,1,0
2026-05-23 00:50:37.060605,749,1817,-0.8,upright,Good,9,1,0
2026-05-23 00:50:37.377963,746,1863,-0.87,upright,Good,9,1,0
2026-05-23 00:50:37.702500,748,1821,-0.18,upright,Good,9,1,0
2026-05-23 00:50:38.026990,749,1831,-0.84,upright,Good,9,1,0
2026-05-23 00:50:38.349807,745,1829,-0.67,upright,Good,9,1,0
2026-05-23 00:50:38.678322,738,1776,-0.42,upright,Good,9,1,0
2026-05-23 00:50:38.995996,745,1835,-0.65,upright,Good,9,1,0
2026-05-23 00:50:39.322080,743,1837,-1.25,upright,Good,9,1,0
2026-05-23 00:50:39.631867,741,1799,-1.0,upright,Good,9,1,0
2026-05-23 00:50:39.960973,743,1841,-0.51,upright,Good,9,1,0
2026-05-23 00:50:40.279836,740,1824,-0.62,upright,Good,9,1,0
2026-05-23 00:50:40.610386,750,1813,-0.33,upright,Good,9,1,0
2026-05-23 00:50:40.925606,749,1808,-0.65,upright,Good,9,1,0
2026-05-23 00:50:41.259316,751,1856,-0.42,upright,Good,9,1,0
2026-05-23 00:50:41.578497,747,1840,-1.18,upright,Good,9,1,0
2026-05-23 00:50:41.902231,746,1846,-1.52,upright,Good,9,1,0
2026-05-23 00:50:42.225456,745,1863,-1.32,upright,Good,9,1,0
2026-05-23 00:50:42.547391,750,1875,-0.89,upright,Good,9,1,0
2026-05-23 00:50:42.867515,752,1879,-0.61,upright,Good,9,1,0
2026-05-23 00:50:43.190871,737,1708,-0.9,upright,Good,9,1,0
2026-05-23 00:50:43.512170,742,1695,-0.82,upright,Good,9,1,0
2026-05-23 00:50:43.841908,734,1649,-0.75,upright,Good,9,1,0
2026-05-23 00:50:44.158188,739,1743,-0.66,upright,Good,9,1,0
2026-05-23 00:50:45.678103,735,1686,-0.71,upright,Good,9,1,0
2026-05-23 00:50:46.004441,735,1690,-0.68,upright,Good,9,1,0
2026-05-23 00:50:46.329704,735,1695,-1.04,upright,Good,9,1,0
2026-05-23 00:50:46.643202,736,1714,-0.55,upright,Good,9,1,0
2026-05-23 00:50:46.979571,735,1710,-0.98,upright,Good,9,1,0
2026-05-23 00:50:47.296015,735,1712,-0.85,upright,Good,9,1,0
2026-05-23 00:50:47.625498,735,1709,-0.62,upright,Good,9,1,0
2026-05-23 00:50:47.942993,735,1730,-0.52,upright,Good,9,1,0
2026-05-23 00:50:48.271960,731,1653,-1.13,upright,Good,9,1,0
2026-05-23 00:50:48.598740,750,1863,-1.09,upright,Good,9,1,0
2026-05-23 00:50:48.919001,751,1959,-0.6,upright,Good,9,1,0
2026-05-23 00:50:49.250640,749,1859,-0.29,upright,Good,9,1,0
2026-05-23 00:50:49.566113,746,1803,-0.53,upright,Good,9,1,0
2026-05-23 00:50:49.884037,747,1823,-0.37,upright,Good,9,1,0
2026-05-23 00:50:50.212241,749,1871,-1.01,upright,Good,9,1,0
2026-05-23 00:50:50.543445,742,1840,-0.1,upright,Good,9,1,0
2026-05-23 00:50:50.859819,747,1849,0.97,upright,Good,9,1,0
2026-05-23 00:50:51.188782,744,1764,0.37,upright,Good,9,1,0
2026-05-23 00:50:51.507312,750,1853,-0.8,upright,Good,9,1,0
2026-05-23 00:50:51.831855,751,1879,-0.03,upright,Good,9,1,0
2026-05-23 00:50:52.152737,743,1850,-0.33,upright,Good,9,1,0
2026-05-23 00:50:52.480297,747,1829,-1.08,upright,Good,9,1,0
2026-05-23 00:50:52.799995,737,1751,-0.89,upright,Good,9,1,0
2026-05-23 00:50:53.128615,742,1770,-0.51,upright,Good,9,1,0
2026-05-23 00:50:53.445107,742,1843,-1.3,upright,Good,9,1,0
2026-05-23 00:50:53.770838,744,1771,-0.79,upright,Good,9,1,0
2026-05-23 00:50:54.097560,745,1779,-0.81,upright,Good,9,1,0
2026-05-23 00:50:54.413496,743,1777,-0.2,upright,Good,9,1,0
2026-05-23 00:50:54.745569,739,1771,-0.78,upright,Good,9,1,0
2026-05-23 00:50:55.065502,740,1771,-1.25,upright,Good,9,1,0
2026-05-23 00:50:55.387097,743,1786,-1.07,upright,Good,9,1,0
2026-05-23 00:50:55.719222,743,1794,-0.71,upright,Good,9,1,0
2026-05-23 00:50:56.038502,747,1810,-0.04,upright,Good,9,1,0
2026-05-23 00:50:56.361764,749,1846,-0.59,upright,Good,9,1,0
2026-05-23 00:50:56.690298,749,1843,-0.71,upright,Good,9,1,0
2026-05-23 00:50:57.019763,738,1758,-1.06,upright,Good,9,1,0
2026-05-23 00:50:57.328470,742,1773,-0.85,upright,Good,9,1,0
2026-05-23 00:50:57.652951,742,1801,-0.54,upright,Good,9,1,0
2026-05-23 00:50:57.978086,741,1782,-0.37,upright,Good,9,1,0
2026-05-23 00:50:58.302810,744,1779,-1.19,upright,Good,9,1,0
2026-05-23 00:50:58.619922,740,1743,-0.72,upright,Good,9,1,0
2026-05-23 00:50:58.957373,742,1741,-0.41,upright,Good,9,1,0
2026-05-23 00:50:59.275639,740,1757,-0.84,upright,Good,9,1,0
2026-05-23 00:50:59.594953,736,1725,-0.86,upright,Good,9,1,0
2026-05-23 00:50:59.926111,736,1726,-0.67,upright,Good,9,1,0
2026-05-23 00:51:00.242526,741,1765,-0.83,upright,Good,9,1,0
2026-05-23 00:51:00.565730,739,1745,-0.48,upright,Good,9,1,0
2026-05-23 00:51:00.895790,739,1756,-0.78,upright,Good,9,1,0
2026-05-23 00:51:01.213912,739,1778,-0.42,upright,Good,9,1,0
2026-05-23 00:51:01.539478,739,1753,-0.96,upright,Good,9,1,0
2026-05-23 00:51:01.866950,741,1761,-0.84,upright,Good,9,1,0
2026-05-23 00:51:02.194303,741,1758,-0.78,upright,Good,9,1,0
2026-05-23 00:51:02.508032,740,1762,-0.49,upright,Good,9,1,0
2026-05-23 00:51:02.830863,741,1761,-0.7,upright,Good,9,1,0
2026-05-23 00:51:03.153115,742,1766,-0.54,upright,Good,9,1,0
2026-05-23 00:51:03.474741,739,1762,-1.05,upright,Good,9,1,0
2026-05-23 00:51:03.802669,732,1754,-0.56,upright,Good,9,1,0
2026-05-23 00:51:04.135167,737,1735,-1.12,upright,Good,9,1,0
2026-05-23 00:51:04.446594,737,1715,-0.53,upright,Good,9,1,0
2026-05-23 00:51:04.770078,739,1726,-0.7,upright,Good,9,1,0
2026-05-23 00:51:05.090920,735,1731,-0.68,upright,Good,9,1,0
2026-05-23 00:51:05.416737,739,1728,-0.96,upright,Good,9,1,0
2026-05-23 00:51:05.746721,738,1731,-0.48,upright,Good,9,1,0
2026-05-23 00:51:06.072756,738,1731,-0.9,upright,Good,9,1,0
2026-05-23 00:51:06.384424,737,1739,-0.66,upright,Good,9,1,0
2026-05-23 00:51:06.712616,739,1731,-0.64,upright,Good,9,1,0
2026-05-23 00:51:07.034409,736,1735,-0.65,upright,Good,9,1,0
2026-05-23 00:51:07.361185,738,1745,-0.73,upright,Good,9,1,0
2026-05-23 00:51:07.688485,738,1749,-0.8,upright,Good,9,1,0
2026-05-23 00:51:08.014191,741,1746,-0.59,upright,Good,9,1,0
2026-05-23 00:51:08.328005,737,1746,-0.49,upright,Good,9,1,0
2026-05-23 00:51:08.653050,742,1743,-0.73,upright,Good,9,1,0
2026-05-23 00:51:08.983488,740,1745,-0.75,upright,Good,9,1,0
2026-05-23 00:51:09.297659,742,1749,-0.91,upright,Good,9,1,0
2026-05-23 00:51:09.620944,738,1725,-0.67,upright,Good,9,1,0
2026-05-23 00:51:09.948547,739,1747,-0.81,upright,Good,9,1,0
2026-05-23 00:51:10.267188,740,1744,-0.88,upright,Good,9,1,0
2026-05-23 00:51:10.591748,738,1745,-0.24,upright,Good,9,1,0
2026-05-23 00:51:10.908803,738,1751,-0.98,upright,Good,9,1,0
2026-05-23 00:51:11.239090,739,1741,-0.72,upright,Good,9,1,0
2026-05-23 00:51:11.563697,736,1746,-0.66,upright,Good,9,1,0
2026-05-23 00:51:11.884633,735,1743,-0.59,upright,Good,9,1,0
2026-05-23 00:51:12.207894,737,1744,-0.48,upright,Good,9,1,0
2026-05-23 00:51:12.544380,738,1744,-0.96,upright,Good,9,1,0
2026-05-23 00:51:12.854246,738,1750,-0.7,upright,Good,9,1,0
2026-05-23 00:51:13.177227,742,1751,-0.79,upright,Good,9,1,0
2026-05-23 00:51:13.499673,739,1738,-1.03,upright,Good,9,1,0
2026-05-23 00:51:13.827481,743,1742,-0.55,upright,Good,9,1,0
2026-05-23 00:51:14.150774,737,1745,-0.74,upright,Good,9,1,0
2026-05-23 00:51:14.482900,740,1740,-0.37,upright,Good,9,1,0
2026-05-23 00:51:14.796749,739,1744,-0.48,upright,Good,9,1,0
2026-05-23 00:51:15.116674,738,1744,-1.0,upright,Good,9,1,0
2026-05-23 00:51:15.459175,736,1759,-0.71,upright,Good,9,1,0
2026-05-23 00:51:15.768215,736,1754,-0.88,upright,Good,9,1,0
2026-05-23 00:51:16.087552,739,1760,-1.04,upright,Good,9,1,0
2026-05-23 00:51:16.420456,737,1751,-1.03,upright,Good,9,1,0
2026-05-23 00:51:16.733835,741,1760,-0.92,upright,Good,9,1,0
2026-05-23 00:51:17.063885,743,1757,-0.6,upright,Good,9,1,0
2026-05-23 00:51:17.372370,739,1759,-0.77,upright,Good,9,1,0
2026-05-23 00:51:17.709705,739,1745,-1.11,upright,Good,9,1,0
2026-05-23 00:51:18.034491,739,1756,-1.08,upright,Good,9,1,0
2026-05-23 00:51:18.367757,739,1742,-0.87,upright,Good,9,1,0
2026-05-23 00:51:18.681079,738,1729,-0.88,upright,Good,9,1,0
2026-05-23 00:51:19.007611,739,1728,-0.26,upright,Good,9,1,0
2026-05-23 00:51:19.319270,738,1712,-0.92,upright,Good,9,1,0
2026-05-23 00:51:19.648047,743,1775,-0.95,upright,Good,9,1,0
2026-05-23 00:51:19.977714,741,1719,-0.6,upright,Good,9,1,0
2026-05-23 00:51:20.296593,738,1733,-1.06,upright,Good,9,1,0
2026-05-23 00:51:20.614546,739,1686,-0.86,upright,Good,9,1,0
2026-05-23 00:51:20.946318,732,1670,-0.88,upright,Good,9,1,0
2026-05-23 00:51:21.261017,727,1680,-0.94,upright,Good,9,1,0
2026-05-23 00:51:21.594691,735,1682,-0.95,upright,Good,9,1,0
2026-05-23 00:51:21.914417,735,1675,-0.95,upright,Good,9,1,0
2026-05-23 00:51:22.229355,737,1686,-0.92,upright,Good,9,1,0
2026-05-23 00:51:22.565209,738,1707,-0.86,upright,Good,9,1,0
2026-05-23 00:51:22.884175,738,1708,-0.88,upright,Good,9,1,0
2026-05-23 00:51:23.207416,735,1715,-0.8,upright,Good,9,1,0
2026-05-23 00:51:23.536145,741,1733,-0.53,upright,Good,9,1,0
2026-05-23 00:51:23.857737,741,1742,-0.67,upright,Good,9,1,0
2026-05-23 00:51:24.180676,738,1744,-1.21,upright,Good,9,1,0
2026-05-23 00:51:24.507909,739,1743,-0.7,upright,Good,9,1,0
2026-05-23 00:51:24.821867,737,1739,-0.56,upright,Good,9,1,0
2026-05-23 00:51:25.143134,737,1716,-0.86,upright,Good,9,1,0
2026-05-23 00:51:25.474453,741,1728,-0.95,upright,Good,9,1,0
2026-05-23 00:51:25.789902,736,1680,-1.01,upright,Good,9,1,0
2026-05-23 00:51:26.114241,738,1679,-0.79,upright,Good,9,1,0
2026-05-23 00:51:26.462887,731,1587,-0.9,upright,Good,9,1,0
2026-05-23 00:51:26.764564,729,1570,-0.6,upright,Good,9,1,0
2026-05-23 00:51:27.096588,730,1589,-0.61,upright,Good,9,1,0
2026-05-23 00:51:27.412144,734,1634,-1.13,upright,Good,9,1,0
2026-05-23 00:51:27.727909,731,1642,-0.97,upright,Good,9,1,0
2026-05-23 00:51:28.055258,727,1645,-0.41,upright,Good,9,1,0
2026-05-23 00:51:28.375281,730,1639,-0.71,upright,Good,9,1,0
2026-05-23 00:51:28.710243,733,1623,-0.78,upright,Good,9,1,0
2026-05-23 00:51:29.028849,734,1632,-0.72,upright,Good,9,1,0
2026-05-23 00:51:29.350571,731,1637,-0.68,upright,Good,9,1,0
2026-05-23 00:51:29.675695,735,1632,-0.36,upright,Good,9,1,0
2026-05-23 00:51:30.006246,730,1632,-0.66,upright,Good,9,1,0
2026-05-23 00:51:30.328354,731,1631,-0.97,upright,Good,9,1,0
2026-05-23 00:51:30.650977,733,1631,-0.92,upright,Good,9,1,0
2026-05-23 00:51:30.967146,735,1630,-0.68,upright,Good,9,1,0
2026-05-23 00:51:31.294905,731,1641,-0.68,upright,Good,9,1,0
2026-05-23 00:51:31.620973,735,1633,-0.91,upright,Good,9,1,0
2026-05-23 00:51:31.937454,735,1645,-0.83,upright,Good,9,1,0
2026-05-23 00:51:32.262974,735,1645,-0.9,upright,Good,9,1,0
2026-05-23 00:51:32.587761,732,1641,-0.71,upright,Good,9,1,0
2026-05-23 00:51:32.926107,733,1634,-0.64,upright,Good,9,1,0
2026-05-23 00:51:33.236381,735,1651,-0.77,upright,Good,9,1,0
2026-05-23 00:51:33.552165,730,1648,-0.76,upright,Good,9,1,0
2026-05-23 00:51:33.888610,739,1659,-0.62,upright,Good,9,1,0
2026-05-23 00:51:34.212559,735,1659,-0.74,upright,Good,9,1,0
2026-05-23 00:51:34.540245,733,1658,-0.79,upright,Good,9,1,0
2026-05-23 00:51:34.850962,732,1652,-0.7,upright,Good,9,1,0
2026-05-23 00:51:35.202494,734,1648,-1.2,upright,Good,9,1,0
2026-05-23 00:51:35.502211,735,1661,-0.32,upright,Good,9,1,0
2026-05-23 00:51:35.830926,733,1670,-0.88,upright,Good,9,1,0
2026-05-23 00:51:36.143518,734,1615,-0.83,upright,Good,9,1,0
2026-05-23 00:51:36.480612,738,1699,-0.59,upright,Good,9,1,0
2026-05-23 00:51:36.795434,743,1857,-1.05,upright,Good,9,1,0
2026-05-23 00:51:37.112124,741,1805,-0.59,upright,Good,9,1,0
2026-05-23 00:51:37.443033,743,1801,-0.6,upright,Good,9,1,0
2026-05-23 00:51:37.770062,743,1792,-0.49,upright,Good,9,1,0
2026-05-23 00:51:38.097480,747,1790,-1.0,upright,Good,9,1,0
2026-05-23 00:51:38.414992,740,1780,-0.94,upright,Good,9,1,0
2026-05-23 00:51:38.736615,743,1798,-0.45,upright,Good,9,1,0
2026-05-23 00:51:39.060210,739,1786,-1.0,upright,Good,9,1,0
2026-05-23 00:51:39.380194,744,1776,-0.56,upright,Good,9,1,0
2026-05-23 00:51:39.707428,742,1757,-1.01,upright,Good,9,1,0
2026-05-23 00:51:40.030169,741,1745,-1.06,upright,Good,9,1,0
2026-05-23 00:51:40.358416,740,1745,-0.63,upright,Good,9,1,0
2026-05-23 00:51:40.675589,743,1754,-0.74,upright,Good,9,1,0
2026-05-23 00:51:40.998949,740,1755,-0.83,upright,Good,9,1,0
2026-05-23 00:51:41.329542,737,1712,-1.22,upright,Good,9,1,0
2026-05-23 00:51:41.655183,739,1729,-0.68,upright,Good,9,1,0
2026-05-23 00:51:41.979466,737,1710,-0.85,upright,Good,9,1,0
2026-05-23 00:51:42.293080,740,1699,-0.67,upright,Good,9,1,0
2026-05-23 00:51:42.623327,736,1693,-0.78,upright,Good,9,1,0
2026-05-23 00:51:42.947139,735,1667,-0.87,upright,Good,9,1,0
2026-05-23 00:51:43.259860,733,1645,-0.63,upright,Good,9,1,0
2026-05-23 00:51:43.594299,734,1686,-0.55,upright,Good,9,1,0
2026-05-23 00:51:43.910073,737,1703,-1.06,upright,Good,9,1,0
2026-05-23 00:51:44.233280,738,1697,-0.51,upright,Good,9,1,0
2026-05-23 00:51:44.559648,739,1691,-0.88,upright,Good,9,1,0
2026-05-23 00:51:44.872251,737,1697,-0.8,upright,Good,9,1,0
2026-05-23 00:51:45.205130,737,1698,-0.59,upright,Good,9,1,0
2026-05-23 00:51:45.531517,736,1712,-1.06,upright,Good,9,1,0
2026-05-23 00:51:45.846964,736,1695,-0.78,upright,Good,9,1,0
2026-05-23 00:51:46.175054,739,1719,-0.92,upright,Good,9,1,0
2026-05-23 00:51:46.502866,737,1702,-0.78,upright,Good,9,1,0
2026-05-23 00:51:46.823610,737,1709,-0.66,upright,Good,9,1,0
2026-05-23 00:51:47.152779,740,1712,-0.63,upright,Good,9,1,0
2026-05-23 00:51:47.468389,735,1707,-0.5,upright,Good,9,1,0
2026-05-23 00:51:47.791664,735,1703,-0.84,upright,Good,9,1,0
2026-05-23 00:51:48.118754,737,1715,-0.64,upright,Good,9,1,0
2026-05-23 00:51:48.442888,735,1711,-0.89,upright,Good,9,1,0
2026-05-23 00:51:48.770288,734,1708,-1.04,upright,Good,9,1,0
2026-05-23 00:51:49.083196,735,1712,-1.12,upright,Good,9,1,0
2026-05-23 00:51:49.412226,738,1713,-0.82,upright,Good,9,1,0
2026-05-23 00:51:49.735595,739,1718,-0.55,upright,Good,9,1,0
2026-05-23 00:51:50.058036,735,1719,-0.46,upright,Good,9,1,0
2026-05-23 00:51:50.383560,739,1696,-1.04,upright,Good,9,1,0
2026-05-23 00:51:50.705575,740,1712,-0.83,upright,Good,9,1,0
2026-05-23 00:51:51.024251,743,1712,-0.76,upright,Good,9,1,0
2026-05-23 00:51:51.366346,740,1716,-0.31,upright,Good,9,1,0
2026-05-23 00:51:51.676265,735,1715,-0.46,upright,Good,9,1,0
2026-05-23 00:51:51.998661,739,1712,-0.41,upright,Good,9,1,0
2026-05-23 00:51:52.312561,731,1735,-0.68,upright,Good,9,1,0
2026-05-23 00:51:52.649114,739,1712,-0.57,upright,Good,9,1,0
2026-05-23 00:51:52.966659,735,1729,-0.93,upright,Good,9,1,0
2026-05-23 00:51:53.283124,738,1728,-0.98,upright,Good,9,1,0
2026-05-23 00:51:53.599617,736,1723,-0.55,upright,Good,9,1,0
2026-05-23 00:51:53.930954,734,1727,-0.87,upright,Good,9,1,0
2026-05-23 00:51:54.260185,731,1707,-0.8,upright,Good,9,1,0
2026-05-23 00:51:54.579770,735,1695,-0.56,upright,Good,9,1,0
2026-05-23 00:51:54.910331,736,1693,-0.41,upright,Good,9,1,0
2026-05-23 00:51:55.226264,735,1671,-0.29,upright,Good,9,1,0
2026-05-23 00:51:55.548057,736,1696,-0.99,upright,Good,9,1,0
2026-05-23 00:51:55.876726,733,1703,-1.19,upright,Good,9,1,0
2026-05-23 00:51:56.194920,736,1694,-0.41,upright,Good,9,1,0
2026-05-23 00:51:56.522154,735,1698,-0.79,upright,Good,9,1,0
2026-05-23 00:51:56.838457,737,1699,-0.64,upright,Good,9,1,0
2026-05-23 00:51:57.170037,742,1717,-0.58,upright,Good,9,1,0
2026-05-23 00:51:57.486371,735,1699,-0.92,upright,Good,9,1,0
2026-05-23 00:51:57.808735,741,1709,-0.74,upright,Good,9,1,0
2026-05-23 00:51:58.145325,735,1709,-0.87,upright,Good,9,1,0
2026-05-23 00:51:58.450375,739,1712,-0.79,upright,Good,9,1,0
2026-05-23 00:51:58.775634,743,1709,-1.06,upright,Good,9,1,0
2026-05-23 00:51:59.102632,738,1726,-0.91,upright,Good,9,1,0
2026-05-23 00:51:59.448772,740,1712,-0.88,upright,Good,9,1,0
2026-05-23 00:51:59.752506,736,1702,-1.13,upright,Good,9,1,0
2026-05-23 00:52:00.075832,738,1698,-0.98,upright,Good,9,1,0
2026-05-23 00:52:00.392113,740,1706,-1.23,upright,Good,9,1,0
2026-05-23 00:52:00.722751,736,1708,-0.83,upright,Good,9,1,0
2026-05-23 00:52:01.032416,737,1730,-0.81,upright,Good,9,1,0
2026-05-23 00:52:01.366079,738,1709,-0.64,upright,Good,9,1,0
2026-05-23 00:52:01.677155,736,1694,-0.52,upright,Good,9,1,0
2026-05-23 00:52:02.005080,734,1716,-0.75,upright,Good,9,1,0
2026-05-23 00:52:02.322301,735,1680,0.25,upright,Good,9,1,0
2026-05-23 00:52:02.645670,736,1706,-0.67,upright,Good,9,1,0
2026-05-23 00:52:02.968020,742,1709,-0.73,upright,Good,9,1,0
2026-05-23 00:52:03.295395,736,1710,-1.17,upright,Good,9,1,0
2026-05-23 00:52:04.211759,739,1727,-0.67,upright,Good,9,1,0
2026-05-23 00:52:04.547323,743,1744,-0.68,upright,Good,9,1,0
2026-05-23 00:52:04.865958,743,1797,-1.35,upright,Good,9,1,0
2026-05-23 00:52:05.190252,747,1855,-1.49,upright,Good,9,1,0
2026-05-23 00:52:05.513313,742,1781,-0.6,upright,Good,9,1,0
2026-05-23 00:52:05.834239,750,1863,-1.0,upright,Good,9,1,0
2026-05-23 00:52:06.157784,751,1856,-2.26,upright,Good,9,1,0
2026-05-23 00:52:06.478961,741,1801,-0.75,upright,Good,9,1,0
2026-05-23 00:52:06.803498,741,1787,-0.49,upright,Good,9,1,0
2026-05-23 00:52:07.127422,743,1776,-1.11,upright,Good,9,1,0
2026-05-23 00:52:07.447890,743,1791,-0.39,upright,Good,9,1,0
2026-05-23 00:52:07.775115,743,1808,-0.59,upright,Good,9,1,0
2026-05-23 00:52:08.098095,740,1785,-1.22,upright,Good,9,1,0
2026-05-23 00:52:08.418803,749,1812,-0.12,upright,Good,9,1,0
2026-05-23 00:52:08.745348,741,1778,-0.85,upright,Good,9,1,0
2026-05-23 00:52:09.068056,736,1762,-0.55,upright,Good,9,1,0
2026-05-23 00:52:09.394519,739,1799,-0.33,upright,Good,9,1,0
2026-05-23 00:52:09.716180,745,1830,-1.05,upright,Good,9,1,0
2026-05-23 00:52:10.036317,750,1826,-0.85,upright,Good,9,1,0
2026-05-23 00:52:10.360941,745,1802,-1.09,upright,Good,9,1,0
2026-05-23 00:52:10.686469,748,1833,-0.89,upright,Good,9,1,0
2026-05-23 00:52:11.008319,745,1854,-0.68,upright,Good,9,1,0
2026-05-23 00:52:11.333281,748,1853,0.47,upright,Good,9,1,0
2026-05-23 00:52:11.659026,748,1844,-1.09,upright,Good,9,1,0
2026-05-23 00:52:11.986378,747,1811,-0.42,upright,Good,9,1,0
2026-05-23 00:52:12.303026,741,1744,-0.81,upright,Good,9,1,0
2026-05-23 00:52:12.630220,742,1766,-1.13,upright,Good,9,1,0
2026-05-23 00:52:12.952996,742,1765,-0.6,upright,Good,9,1,0
2026-05-23 00:52:13.274903,741,1759,-0.58,upright,Good,9,1,0
2026-05-23 00:52:13.598816,738,1713,-1.22,upright,Good,9,1,0
2026-05-23 00:52:13.921029,738,1772,-0.8,upright,Good,9,1,0
2026-05-23 00:52:14.245424,722,1570,-0.87,upright,Good,9,1,0
