timestamp,fsr_left,fsr_right,pitch,posture,severity,score,sitting
2026-05-22 23:00:32.508674,838,3053,-7.17,upright,Good,8,1
2026-05-22 23:00:33.490640,832,3059,-7.31,upright,Good,8,1
2026-05-22 23:00:34.499618,829,3019,-6.67,upright,Good,8,1
2026-05-22 23:00:35.487444,834,3120,-6.86,upright,Good,8,1
2026-05-22 23:00:36.500549,839,3123,-6.76,upright,Good,8,1
2026-05-22 23:00:42.007850,814,2694,-7.01,upright,Good,8,1
2026-05-22 23:00:42.998254,818,2939,-6.74,upright,Good,8,1
2026-05-22 23:00:44.007612,815,2870,-6.61,upright,Good,8,1
2026-05-22 23:00:45.006118,816,2834,-7.14,upright,Good,8,1
2026-05-22 23:00:46.004408,816,2825,-6.62,upright,Good,8,1
2026-05-22 23:00:47.009030,814,2789,-6.64,upright,Good,8,1
2026-05-22 23:00:48.016010,804,2745,-6.95,upright,Good,8,1
2026-05-22 23:00:49.017517,803,2707,-6.56,upright,Good,8,1
2026-05-22 23:00:50.024919,803,2695,-6.39,upright,Good,8,1
2026-05-22 23:00:51.024695,807,2754,-6.98,upright,Good,8,1
2026-05-22 23:00:52.018589,799,2695,-7.13,upright,Good,8,1
2026-05-22 23:00:53.023233,812,2759,-6.78,upright,Good,8,1
2026-05-22 23:01:21.026419,833,3055,-6.67,upright,Good,8,1
2026-05-22 23:01:22.037318,827,3023,-6.55,upright,Good,8,1
2026-05-22 23:01:23.031351,823,2960,-6.98,upright,Good,8,1
2026-05-22 23:01:24.043391,821,2880,-6.79,upright,Good,8,1
2026-05-22 23:01:25.040104,827,3011,-6.85,upright,Good,8,1
2026-05-22 23:01:26.047832,816,2871,-7.12,upright,Good,8,1
2026-05-22 23:01:27.048141,807,2800,-6.72,upright,Good,8,1
2026-05-22 23:01:28.043293,817,2975,-6.71,upright,Good,8,1
2026-05-22 23:01:29.052428,821,3008,-6.69,upright,Good,8,1
2026-05-22 23:01:30.050876,826,2987,-6.94,upright,Good,8,1
2026-05-22 23:01:31.049874,794,2696,-6.84,upright,Good,8,1
2026-05-22 23:01:32.054451,669,919,-6.89,upright,Good,8,1
2026-05-22 23:01:36.056944,831,2950,-6.97,upright,Good,8,1
2026-05-22 23:01:37.062820,823,2962,-6.92,upright,Good,8,1
2026-05-22 23:01:38.056622,816,2870,-6.79,upright,Good,8,1
2026-05-22 23:01:39.056318,816,2832,-6.58,upright,Good,8,1
2026-05-22 23:01:40.068625,814,2803,-6.53,upright,Good,8,1
2026-05-22 23:01:41.071126,819,2906,-7.0,upright,Good,8,1
2026-05-22 23:01:42.073770,822,2986,-37.47,recline,Severe,0,1
2026-05-22 23:01:43.077949,816,2881,-51.97,recline,Severe,0,1
2026-05-22 23:01:44.074637,819,2879,-52.65,recline,Severe,0,1
2026-05-22 23:01:45.078840,817,2881,-52.82,recline,Severe,0,1
2026-05-22 23:01:46.085250,817,2874,-51.23,recline,Severe,0,1
2026-05-22 23:01:47.093489,813,2855,-50.91,recline,Severe,0,1
2026-05-22 23:01:48.084775,816,2864,-42.71,recline,Severe,0,1
2026-05-22 23:01:49.089622,811,2815,-51.81,recline,Severe,0,1
2026-05-22 23:01:50.089744,815,2828,-47.67,recline,Severe,0,1
2026-05-22 23:01:51.094278,815,2801,-88.24,recline,Severe,0,1
2026-05-22 23:01:52.093423,815,2787,-81.85,recline,Severe,0,1
2026-05-22 23:01:53.107714,811,2811,-86.76,recline,Severe,0,1
2026-05-22 23:01:54.112891,811,2809,-80.44,recline,Severe,0,1
2026-05-22 23:01:55.112098,819,2928,-88.14,recline,Severe,0,1
2026-05-22 23:01:56.112179,816,2823,-53.82,recline,Severe,0,1
2026-05-22 23:01:57.118528,814,2806,-40.98,recline,Severe,0,1
2026-05-22 23:01:58.122721,815,2794,-35.34,recline,Severe,0,1
2026-05-22 23:01:59.121273,803,2785,-37.72,recline,Severe,0,1
2026-05-22 23:02:00.125276,807,2751,-37.06,recline,Severe,0,1
2026-05-22 23:02:01.133202,807,2752,-34.82,recline,Severe,0,1
2026-05-22 23:02:02.128362,809,2706,-6.5,upright,Good,8,1
2026-05-22 23:02:03.131491,813,2816,-8.51,slouch,Good,7,1
2026-05-22 23:02:04.135957,811,2821,-8.76,slouch,Good,7,1
2026-05-22 23:02:05.138894,816,2912,-8.58,slouch,Good,7,1
2026-05-22 23:02:06.146597,772,2240,-8.44,slouch,Good,7,1
timestamp,fsr_left,fsr_right,pitch,posture,severity,score,sitting,slouch_count
2026-05-22 23:49:38.352287,630,0,0.0,upright,Good,10,0,0
timestamp,fsr_left,fsr_right,pitch,posture,severity,score,sitting,slouch_count
2026-05-22 23:54:43.002282,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:43.307950,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:43.641242,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:43.957278,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:44.281999,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:44.596824,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:44.926677,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:45.235662,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:45.556307,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:45.895194,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:46.208047,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:46.514967,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:46.839993,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:47.160119,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:47.479664,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:47.807973,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:48.129130,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:48.458357,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:48.780545,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:49.096585,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:49.409768,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:49.732993,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:50.055022,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:50.375330,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:50.698355,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:51.023824,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:51.351654,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:51.652945,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:51.972966,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:52.313938,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:52.641638,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:52.944322,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:53.259977,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:53.583597,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:53.903794,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:54.221867,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:54.555385,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:54.878096,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:55.185359,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:55.524031,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:55.833398,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:56.151660,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:56.480326,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:56.792545,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:57.116753,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:57.435984,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:57.759976,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:58.077264,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:58.410348,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:58.716787,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:59.038603,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:59.371804,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:54:59.692095,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:00.003429,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:00.326316,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:00.653748,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:00.974756,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:01.299281,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:01.604145,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:01.931945,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:02.248633,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:02.575625,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:02.896300,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:03.217949,631,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:03.547461,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:03.863861,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:04.176018,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:04.507902,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:04.822130,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:05.142231,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:05.471623,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:05.779917,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:06.097978,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:06.427968,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:06.753475,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:07.074524,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:07.386834,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:07.726003,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:08.025427,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:08.373041,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:08.691106,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:09.013428,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:09.327510,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:09.674237,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:09.968043,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:10.283559,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:10.620334,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:10.938438,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:11.247590,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:11.573956,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:11.895422,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:12.228279,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:12.550227,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:12.858991,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:13.184790,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:13.494233,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:13.833804,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:14.158356,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:14.466094,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:14.789722,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:15.098129,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:15.436038,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:15.753235,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:16.076003,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:16.386969,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:16.705664,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:17.041793,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:17.357318,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:17.674246,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:18.003988,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:18.308007,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:18.638080,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:18.954936,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:19.284668,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:19.604026,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:19.920921,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:20.247054,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:20.567536,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:20.890437,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:21.218086,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:21.535745,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:21.876282,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:22.171802,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:22.500368,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:22.824914,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:23.153456,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:23.457440,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:23.797277,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:24.106657,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:24.445830,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:24.750495,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:25.087337,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:25.393652,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:25.699315,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:26.038979,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:26.366767,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:26.658782,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:27.002921,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:27.301787,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:27.633016,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:27.964221,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:28.294081,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:28.614748,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:28.920856,632,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:29.252852,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:29.569420,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:29.900497,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:30.198284,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:30.529626,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:30.845731,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:31.179767,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:31.495405,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:31.805829,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:32.134083,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:32.466765,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:32.772082,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:33.087345,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:33.446890,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:33.731921,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:34.064450,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:34.384748,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:34.698289,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:35.018213,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:35.356684,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:35.670933,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:35.984598,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:36.308951,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:36.617986,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:36.943025,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:37.253005,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:37.597397,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:37.921128,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:38.223207,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:38.553044,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:38.893008,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:39.211667,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:39.522183,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:39.832527,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:40.167132,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:40.501425,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:40.806147,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:41.117792,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:41.456679,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:41.754268,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:42.090771,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:42.387054,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:42.717912,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:43.047015,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:43.384564,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:43.692358,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:44.001353,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:44.336682,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:44.645050,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:44.973470,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:45.290944,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:45.620753,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:45.946811,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:46.260192,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:46.581402,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:46.916839,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:47.222986,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:47.548576,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:47.869888,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:48.195853,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:48.516951,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:48.830187,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:49.164725,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:49.481581,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:49.794051,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:50.100220,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:50.423832,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:50.749229,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:51.086402,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:51.403722,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:51.699761,633,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:52.032381,633,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:52.356954,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:52.670157,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:53.005160,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:53.320950,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:53.637413,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:53.968488,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:54.291242,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:54.625148,631,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:54.926041,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:55.257583,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:55.571699,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:55.883257,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:56.219024,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:56.530788,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:56.855402,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:57.159992,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:57.492964,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:57.812038,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:58.141045,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:58.463994,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:58.771740,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:59.086807,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:59.423740,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:55:59.739027,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:00.053919,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:00.369831,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:00.694660,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:01.041286,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:01.340542,633,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:01.662047,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:01.969419,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:02.303274,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:02.617741,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:02.937022,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:03.264640,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:03.595449,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:03.896201,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:04.223998,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:04.554255,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:04.863063,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:05.193662,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:05.516733,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:05.838143,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:06.155891,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:06.468713,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:06.786028,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:07.113554,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:07.435503,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:07.762940,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:08.084348,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:08.397390,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:08.716857,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:09.069089,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:09.362826,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:09.683345,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:10.002559,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:10.326366,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:10.646956,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:10.972316,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:11.299416,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:11.601323,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:11.925305,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:12.247569,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:12.586431,630,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:12.910610,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:13.221030,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:13.543649,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:13.869913,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:14.175683,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:14.507272,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:14.833801,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:15.155312,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:15.459069,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:15.782341,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:16.101467,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:16.424100,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:16.752388,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:17.060195,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:17.385480,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:17.702476,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:18.027219,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:18.350825,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:18.665982,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:18.980704,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:19.313716,629,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:19.623433,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:19.948426,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:20.279311,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:20.599445,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:20.916465,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:21.237753,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:21.565955,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:21.878959,628,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:22.195361,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:22.533282,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:22.852078,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:23.170229,626,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:23.479608,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:23.803400,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:24.125717,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:24.454243,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:24.760739,624,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:25.085814,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:25.406137,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:25.728556,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:26.044958,625,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:26.371547,627,0,0.0,upright,Good,10,0,0
2026-05-22 23:56:26.691260,625,0,0.0,upright,Good,10,0,0
